Filename	number	gene	dox	MACS	rep	VSG	Percent	RPKM	hit_VSG	pct_id_vs_query	pct_id_vs_match	match_VSG_length	assembled_VSG_length
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN19_c0_g1_i1_1_70_1597_RC_8_HYP2_-dox_post-MACS_rep2	0.000419598244602	2.68766415886	gnl|BL_ORD_ID|4882 Tbb1125VSG-4154 : C-terminus partial : 1521nt : contig PacBio-2391	91.3555992141	91.7159763314	1521	1527
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN160_c0_g1_i1_1_59_1451_11_HYP2_+dox_post-MACS_rep2	0.00133068771105	8.523490538	gnl|BL_ORD_ID|5186 Tbb1125VSG-4750 : Complete : 1392nt : contig PacBio-288	100.0	100.0	1392	1392
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN147_c0_g1_i1_1_15_1485_RC_12_HYP2_+dox_post-MACS_rep3	0.00113033271905	7.24015120573	gnl|BL_ORD_ID|2886 Tbb1125VSG-324 : Complete : 1470nt : contig PacBio-3049	100.0	100.0	1470	1470
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN927_c0_g1_i1_1_125_1529_RC_22_NEK_+dox_post-MACS_rep1	0.0	0.0	gnl|BL_ORD_ID|4054 Tbb1125VSG-2529 : Internal partial : 1404nt : contig PacBio-2320	100.0	100.0	1404	1404
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN975_c0_g1_i1_1_41_977_25_YAK_-dox_pre-MACS_rep1	1.95973755619e-05	0.125527607856	gnl|BL_ORD_ID|3626 Tbb1125VSG-1506 : N-terminus partial : 936nt : contig PacBio-2245	100.0	100.0	936	936
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN765_c0_g1_i1_1_90_1332_21_NEK_-dox_post-MACS_rep3	0.0	0.0	gnl|BL_ORD_ID|3423 Tbb1125VSG-1317 : N-terminus partial : 1242nt : contig PacBio-2367	99.9194847021	99.9194847021	1242	1242
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN93_c0_g1_i1_1_234_1647_RC_29_YAK_+dox_pre-MACS_rep2	1.28915304091e-05	0.0825744737474	gnl|BL_ORD_ID|5152 Tbb1125VSG-4716 : N-terminus partial : 1413nt : contig PacBio-2602	100.0	100.0	1413	1413
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN86_c0_g1_i1_1_1_1489_RC_35_YAK_+dox_post-MACS_rep2	0.00166911849635	10.6912505408	gnl|BL_ORD_ID|4984 Tbb1125VSG-4253 : Complete : 1470nt : contig PacBio-50	98.3198924731	99.5238095238	1470	1488
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN542_c0_g1_i3_1_40_1357_14_NEK_-dox_pre-MACS_rep2	0.0	0.0	gnl|BL_ORD_ID|1819 Tb427VSG-3021 : GB Accession KC611639 : 1479nt : Internal partial : contig2847.	94.8367501898	84.4489519946	1479	1317
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN60_c0_g2_i1_1_325_1348_RC_12_HYP2_+dox_post-MACS_rep3	0.0	0.0	gnl|BL_ORD_ID|3580 Tbb1125VSG-1459 : N-terminus partial : 1023nt : contig PacBio-150	100.0	100.0	1023	1023
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN779_c0_g1_i1_1_73_1555_RC_22_NEK_+dox_post-MACS_rep1	0.0	0.0	gnl|BL_ORD_ID|2652 Tbb1125VSG-84 : Complete : 1605nt : MC : contig PacBio-1576	70.6477732794	65.2336448598	1605	1482
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN846_c0_g1_i1_1_43_1579_RC_22_NEK_+dox_post-MACS_rep1	4.74476393142e-05	0.303917667073	gnl|BL_ORD_ID|4854 Tbb1125VSG-4127 : Complete : 1536nt : contig PacBio-150	100.0	100.0	1536	1536
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN477_c0_g1_i6_1_77_1487_24_NEK_+dox_post-MACS_rep3	6.45989164667e-05	0.413777213614	gnl|BL_ORD_ID|3261 Tbb1125VSG-1161 : N-terminus partial : 1407nt : contig PacBio-2290	99.7872340426	100.0	1407	1410
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN1085_c0_g1_i1_1_27_1524_22_NEK_+dox_post-MACS_rep1	1.24625687871e-05	0.0798268340902	gnl|BL_ORD_ID|4940 Tbb1125VSG-4210 : Complete : 1497nt : contig PacBio-2602	100.0	100.0	1497	1497
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN343_c0_g1_i1_1_169_1240_RC_7_HYP2_-dox_post-MACS_rep1	8.54125161133e-05	0.547095134999	gnl|BL_ORD_ID|3536 Tbb1125VSG-1421 : N-terminus partial : 1071nt : contig Illumina-5251	99.6265172736	99.6265172736	1071	1071
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN527_c0_g1_i1_1_0_1427_RC_7_HYP2_-dox_post-MACS_rep1	0.000689220769228	4.41468472003	gnl|BL_ORD_ID|3781 Tbb1125VSG-1654 : Complete : 1551nt : contig PacBio-2451	98.1079187106	90.2643455835	1551	1427
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN166_c0_g1_i4_1_0_1170_RC_23_NEK_+dox_post-MACS_rep2	0.0	0.0	gnl|BL_ORD_ID|2676 Tbb1125VSG-123 : Complete : 1602nt : contig Illumina-984	94.2735042735	68.8514357054	1602	1170
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN104_c0_g1_i1_1_16_1477_RC_9_HYP2_-dox_post-MACS_rep3	0.000220580135476	1.41288799918	gnl|BL_ORD_ID|2903 Tbb1125VSG-345 : Complete : 1461nt : contig Illumina-5869	95.1403148528	95.1403148528	1461	1461
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN80_c0_g1_i4_1_70_1606_20_NEK_-dox_post-MACS_rep2	1.18462711867e-05	0.0758792461462	gnl|BL_ORD_ID|2589 Tbb1125VSG-10 : Complete : 1488nt : MC : contig Illumina-331	96.7447916667	99.8655913978	1488	1536
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN437_c0_g1_i3_1_45_1416_RC_25_YAK_-dox_pre-MACS_rep1	0.0174425112177	111.724996097	gnl|BL_ORD_ID|3062 Tbb1125VSG-514 : Complete : 1350nt : contig PacBio-2367	98.4682713348	100.0	1350	1371
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN980_c0_g1_i2_1_0_932_RC_24_NEK_+dox_post-MACS_rep3	1.96832348196e-05	0.126077564517	gnl|BL_ORD_ID|3517 Tbb1125VSG-1402 : N-terminus partial : 1098nt : contig PacBio-2320	99.5708154506	84.5173041894	1098	932
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN128_c0_g1_i1_1_74_1568_10_HYP2_+dox_post-MACS_rep1	0.0	0.0	gnl|BL_ORD_ID|3141 Tbb1125VSG-1052 : N-terminus partial : 1494nt : contig PacBio-225	100.0	100.0	1494	1494
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN232_c0_g1_i2_1_2_1613_RC_24_NEK_+dox_post-MACS_rep3	4.90737298872e-05	0.314333309675	gnl|BL_ORD_ID|2635 Tbb1125VSG-67 : Complete : 1551nt : MC : contig PacBio-381	95.9031657356	99.6131528046	1551	1611
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN215_c0_g1_i1_1_555_1467_RC_29_YAK_+dox_pre-MACS_rep2	7.11980269097e-05	0.456046676955	gnl|BL_ORD_ID|5847 Tbb1125VSG-5461.1 : Internal partial : 912nt : Duplicate : contig PacBio-2320	99.8903508772	99.8903508772	912	912
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN71_c0_g1_i1_1_0_1473_RC_16_NEK_+dox_pre-MACS_rep1	0.000425546548898	2.72576499572	gnl|BL_ORD_ID|3031 Tbb1125VSG-484 : Complete almost : 1470nt : contig Illumina-3911	97.9633401222	98.36400818	1467	1473
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN196_c0_g1_i1_1_2_1448_RC_24_NEK_+dox_post-MACS_rep3	0.00264485859363	16.941185381	gnl|BL_ORD_ID|2943 Tbb1125VSG-385 : Complete : 1431nt : contig PacBio-204	98.2710926694	99.3011879804	1431	1446
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN178_c0_g1_i1_1_96_1617_RC_8_HYP2_-dox_post-MACS_rep2	0.00028719102315	1.83955254722	gnl|BL_ORD_ID|2842 Tbb1125VSG-286 : Complete : 1482nt : contig PacBio-2245	97.4358974359	100.0	1482	1521
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN286_c0_g1_i5_1_86_1688_RC_7_HYP2_-dox_post-MACS_rep1	0.000411145892133	2.63352407348	gnl|BL_ORD_ID|2676 Tbb1125VSG-123 : Complete : 1602nt : contig Illumina-984	99.7503121099	99.7503121099	1602	1602
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN762_c0_g1_i1_1_34_1354_RC_21_NEK_-dox_post-MACS_rep3	0.0	0.0	gnl|BL_ORD_ID|3938 Tbb1125VSG-2035 : C-terminus partial : 1320nt : contig PacBio-117	100.0	100.0	1320	1320
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN33_c0_g1_i2_1_48_1233_RC_34_YAK_+dox_post-MACS_rep1	0.000220772135436	1.4141178218	gnl|BL_ORD_ID|3083 Tbb1125VSG-538 : Complete but extended but atypical GPI site : 1506nt : contig PacBio-150	100.0	78.6852589641	1506	1185
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN448_c0_g1_i1_1_20_1292_21_NEK_-dox_post-MACS_rep3	6.81229319635e-05	0.43634968685	gnl|BL_ORD_ID|2983 Tbb1125VSG-435.1 : Complete but atypical GPI site : 1335nt : Duplicate : contig PacBio-168	99.5283018868	94.8314606742	1335	1272
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN532_c0_g1_i1_1_38_1061_RC_14_NEK_-dox_pre-MACS_rep2	0.0	0.0	gnl|BL_ORD_ID|4982 Tbb1125VSG-4251 : Complete but atypical GPI site : 1470nt : contig PacBio-117	94.9019607843	65.8503401361	1470	1020
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN504_c0_g1_i9_1_333_1365_RC_22_NEK_+dox_post-MACS_rep1	0.0	0.0	gnl|BL_ORD_ID|5660 Tbb1125VSG-5254 : N-terminus partial : 1029nt : contig PacBio-195	96.7054263566	96.9873663751	1029	1032
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN365_c0_g1_i2_1_1_1586_RC_22_NEK_+dox_post-MACS_rep1	0.000484101530224	3.1008288256	gnl|BL_ORD_ID|3015 Tbb1125VSG-468 : Complete almost : 1512nt : contig Illumina-7758	95.2050473186	100.0	1509	1585
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN359_c0_g1_i5_1_0_1007_RC_7_HYP2_-dox_post-MACS_rep1	0.0	0.0	gnl|BL_ORD_ID|5678 Tbb1125VSG-5277 : N-terminus partial : 1020nt : contig PacBio-117	99.0069513406	97.7450980392	1020	1007
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN879_c0_g1_i1_1_1_1513_RC_24_NEK_+dox_post-MACS_rep3	3.74453690267e-05	0.239849850525	gnl|BL_ORD_ID|2640 Tbb1125VSG-72 : Complete : 1521nt : MC : contig Illumina-7600	100.0	99.4082840237	1521	1512
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN134_c0_g1_i1_1_2_1390_RC_31_YAK_-dox_post-MACS_rep1	0.000528552746771	3.38555342364	gnl|BL_ORD_ID|2955 Tbb1125VSG-398 : Complete : 1422nt : contig Illumina-6133	92.3631123919	90.1547116737	1422	1388
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN11_c0_g1_i1_1_216_1680_RC_8_HYP2_-dox_post-MACS_rep2	0.0	0.0	gnl|BL_ORD_ID|5173 Tbb1125VSG-4737 : Internal partial : 1401nt : contig PacBio-2411	95.6967213115	100.0	1401	1464
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN251_c0_g1_i1_1_0_1399_RC_22_NEK_+dox_post-MACS_rep1	0.00269760253981	17.2790276279	gnl|BL_ORD_ID|2623 Tbb1125VSG-51 : Complete : 1407nt : MC : contig Illumina-504	98.141529664	97.5835110163	1407	1399
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN461_c0_g1_i1_1_1_1076_RC_21_NEK_-dox_post-MACS_rep3	0.0	0.0	gnl|BL_ORD_ID|5196 Tbb1125VSG-4758 : N-terminus partial : 1389nt : contig PacBio-2320	94.976744186	73.5061195104	1389	1075
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN147_c0_g1_i1_1_4_1504_RC_23_NEK_+dox_post-MACS_rep2	0.00102040391724	6.53602123271	gnl|BL_ORD_ID|4096 Tbb1125VSG-2564 : N-terminus partial : 1512nt : contig PacBio-102	83.6	82.9365079365	1512	1500
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN638_c0_g1_i1_1_192_1581_RC_21_NEK_-dox_post-MACS_rep3	6.55868371907e-05	0.420105169357	gnl|BL_ORD_ID|5191 Tbb1125VSG-4755 : N-terminus partial : 1389nt : contig PacBio-150	100.0	100.0	1389	1389
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN885_c0_g1_i1_1_1_1511_RC_25_YAK_-dox_pre-MACS_rep1	1.20528460028e-05	0.0772024254888	gnl|BL_ORD_ID|2878 Tbb1125VSG-315 : Complete : 1473nt : contig PacBio-2290	97.0198675497	99.4568906993	1473	1510
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN69_c0_g1_i3_2_68_1331_RC_36_YAK_+dox_post-MACS_rep3	1.46174756473e-05	0.0936297181784	gnl|BL_ORD_ID|2675 Tbb1125VSG-122 : Complete : 1605nt : contig Illumina-7962	93.982581156	73.9563862928	1605	1263
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN175_c0_g1_i1_1_1_1407_RC_12_HYP2_+dox_post-MACS_rep3	0.000401654358397	2.57272769179	gnl|BL_ORD_ID|2733 Tbb1125VSG-171 : Complete : 1554nt : contig PacBio-109	94.1678520626	85.1994851995	1554	1406
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN112_c0_g1_i1_1_22_1453_RC_2_HYP2_-dox_pre-MACS_rep2	0.0164603487489	105.433923864	gnl|BL_ORD_ID|6093 Tbb1125VSG-5726 : C-terminus partial : 774nt : Duplicate : contig PacBio-2602	4.40251572327	8.13953488372	774	1431
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN857_c0_g1_i1_1_2_917_RC_25_YAK_-dox_pre-MACS_rep1	0.000909457979597	5.82537617161	gnl|BL_ORD_ID|3305 Tbb1125VSG-1201.1 : N-terminus partial : 1377nt : Duplicate : contig PacBio-107	97.7049180328	64.9237472767	1377	915
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN41_c0_g1_i1_1_11_1616_RC_29_YAK_+dox_pre-MACS_rep2	0.000435278835901	2.78810348092	gnl|BL_ORD_ID|2673 Tbb1125VSG-119 : Complete : 1605nt : contig PacBio-107	100.0	100.0	1605	1605
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN110_c0_g1_i1_1_56_1412_RC_19_NEK_-dox_post-MACS_rep1	0.0	0.0	gnl|BL_ORD_ID|2610 Tbb1125VSG-38 : Complete : 1512nt : MC : contig Illumina-848	96.2389380531	86.3095238095	1512	1356
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN734_c0_g1_i1_1_0_1035_RC_22_NEK_+dox_post-MACS_rep1	0.000514433706991	3.29511635041	gnl|BL_ORD_ID|4075 Tbb1125VSG-2547 : N-terminus partial : 1365nt : contig PacBio-107	97.3913043478	73.8461538462	1365	1035
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN389_c0_g1_i1_1_3_971_RC_11_HYP2_+dox_post-MACS_rep2	0.0	0.0	gnl|BL_ORD_ID|4876 Tbb1125VSG-4148 : Complete : 1524nt : contig PacBio-221	99.173553719	62.9921259843	1524	968
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN32_c0_g1_i2_1_51_1533_RC_31_YAK_-dox_post-MACS_rep1	0.0	0.0	gnl|BL_ORD_ID|2631 Tbb1125VSG-62 : Complete : 1551nt : MC : contig Illumina-274	93.9946018893	89.8130238556	1551	1482
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN300_c0_g1_i1_1_198_1509_RC_11_HYP2_+dox_post-MACS_rep2	0.00148484705311	9.51093160514	gnl|BL_ORD_ID|2904 Tbb1125VSG-346 : Complete but atypical GPI site : 1470nt : contig PacBio-2411	99.9237223494	89.1156462585	1470	1311
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN507_c0_g1_i8_1_21_1653_RC_19_NEK_-dox_post-MACS_rep1	6.84343710717e-05	0.438344556322	gnl|BL_ORD_ID|2791 Tbb1125VSG-232 : Complete but atypical GPI site : 1563nt : contig PacBio-3049	95.0980392157	99.2962252079	1563	1632
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN222_c1_g1_i1_1_51_1512_RC_7_HYP2_-dox_post-MACS_rep1	0.00113213132203	7.25167184681	gnl|BL_ORD_ID|2591 Tbb1125VSG-16 : Complete : 1461nt : MC : contig Illumina-328	100.0	100.0	1461	1461
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN523_c0_g1_i1_1_25_1468_7_HYP2_-dox_post-MACS_rep1	0.00029087139196	1.86312651463	gnl|BL_ORD_ID|3203 Tbb1125VSG-1109 : N-terminus partial : 1443nt : contig PacBio-58	100.0	100.0	1443	1443
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN196_c0_g1_i1_1_23_1415_RC_1_HYP2_-dox_pre-MACS_rep1	0.000484202502119	3.10147558365	gnl|BL_ORD_ID|2971 Tbb1125VSG-421 : Complete : 1392nt : contig PacBio-2904	100.0	100.0	1392	1392
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN251_c0_g1_i1_1_66_1458_1_HYP2_-dox_pre-MACS_rep1	0.00185539164795	11.8843910741	gnl|BL_ORD_ID|2783 Tbb1125VSG-224 : Complete : 1518nt : contig PacBio-2411	78.8793103448	72.3320158103	1518	1392
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN30_c0_g1_i5_1_442_1531_35_YAK_+dox_post-MACS_rep2	0.0	0.0	gnl|BL_ORD_ID|2596 Tbb1125VSG-23 : Complete : 1446nt : MC : contig Illumina-863	97.8879706152	73.7206085754	1446	1089
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN9_c0_g1_i1_2_76_1522_RC_8_HYP2_-dox_post-MACS_rep2	3.54921837905e-05	0.227339059495	gnl|BL_ORD_ID|2596 Tbb1125VSG-23 : Complete : 1446nt : MC : contig Illumina-863	100.0	100.0	1446	1446
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN166_c0_g1_i1_1_1_1109_RC_25_YAK_-dox_pre-MACS_rep1	0.0	0.0	gnl|BL_ORD_ID|2982 Tbb1125VSG-435 : Complete but atypical GPI site : 1335nt : contig PacBio-175	98.0144404332	81.3483146067	1335	1108
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN254_c0_g1_i1_1_2_1493_RC_24_NEK_+dox_post-MACS_rep3	1.23087625961e-05	0.0788416550711	gnl|BL_ORD_ID|2618 Tbb1125VSG-45 : Complete : 1464nt : MC : contig Illumina-369	97.0489604292	98.8387978142	1464	1491
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN4_c0_g1_i1_1_2114_3509_RC_7_HYP2_-dox_post-MACS_rep1	3.91805088451e-05	0.250963989253	gnl|BL_ORD_ID|5002 Tbb1125VSG-4270 : N-terminus partial : 1395nt : contig PacBio-2480	99.9283154122	99.9283154122	1395	1395
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN347_c0_g1_i1_1_81_1686_RC_23_NEK_+dox_post-MACS_rep2	0.000437750581979	2.80393582395	gnl|BL_ORD_ID|5030 Tbb1125VSG-4300 : Complete : 1605nt : contig PacBio-2245	100.0	100.0	1605	1605
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN248_c0_g1_i1_1_74_1526_RC_1_HYP2_-dox_pre-MACS_rep1	0.00255115270714	16.340968493	gnl|BL_ORD_ID|5099 Tbb1125VSG-4564 : N-terminus partial incomplete : 1308nt : contig PacBio-2373	90.0137741047	100.0	1307	1452
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN157_c0_g1_i2_1_1_1398_RC_20_NEK_-dox_post-MACS_rep2	7.88769278284e-05	0.505232551882	gnl|BL_ORD_ID|2633 Tbb1125VSG-64 : Complete : 1371nt : MC : contig Illumina-842	97.9957050823	99.8541210795	1371	1397
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN56_c0_g1_i2_1_0_913_RC_28_YAK_+dox_pre-MACS_rep1	0.0758556647314	485.880372399	gnl|BL_ORD_ID|4884 Tbb1125VSG-4156 : N-terminus partial : 1521nt : contig PacBio-117	5.69550930997	3.4188034188	1521	913
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN286_c0_g2_i2_1_86_1586_RC_7_HYP2_-dox_post-MACS_rep1	0.0	0.0	gnl|BL_ORD_ID|3853 Tbb1125VSG-1724 : N-terminus partial incomplete : 1197nt : contig Illumina-4510	78.9333333333	99.0794979079	1195	1500
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN62_c0_g1_i1_1_549_1932_7_HYP2_-dox_post-MACS_rep1	5.45028632488e-05	0.349108686687	gnl|BL_ORD_ID|2605 Tbb1125VSG-32 : Complete : 1383nt : MC : contig Illumina-837	99.8553868402	99.8553868402	1383	1383
1_HYP2_-dox_pre-MACS_rep1.fq	1	HYP2	-	pre	1	TRINITY_DN23_c0_g1_i1_1_0_1520_RC_7_HYP2_-dox_post-MACS_rep1	0.000227767473714	1.45892525417	gnl|BL_ORD_ID|2909 Tbb1125VSG-353 : Complete : 1461nt : contig Illumina-7825	94.4736842105	98.288843258	1461	1520
